48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
48,-16.60,-
